ERR6913179	Vagococcus lutrae	81947	S	8	1	9	0.00001
ERR6913179	Vagococcus xieshaowenii	2562451	S	7	2	9	0.00001
ERR6913179	Abiotrophia defectiva	46125	S	24	0	24	0.00004
ERR6913179	Ignavigranum ruoffiae	89093	S	5	0	5	0.00001
ERR6913179	Gemella sanguinis	84135	S	5953	245	6198	0.00933
ERR6913179	Gemella haemolysans	1379	S	756	23	779	0.00117
ERR6913179	Gemella morbillorum	29391	S	147	8	155	0.00023
ERR6913179	Gemella sp. zg-570	2840371	S	9	0	9	0.00001
ERR6913179	Gemella sp. oral taxon 928	1785995	S	6	14	20	0.00003
ERR6913179	Bacillus cereus	1396	S	16	46	62	0.00009
ERR6913179	Bacillus thuringiensis	1428	S	7	8	15	0.00002
ERR6913179	Bacillus mycoides	1405	S	5	5	10	0.00002
ERR6913179	Bacillus sp. ZJS3	2928154	S	8	8	16	0.00002
ERR6913179	Bacillus sp. Y1	352858	S	5	0	5	0.00001
ERR6913179	Bacillus sp. S3	486398	S	5	0	5	0.00001
ERR6913179	Bacillus badius	1455	S	7	0	7	0.00001
ERR6913179	Bacillus weihaiensis	1547283	S	7	0	7	0.00001
ERR6913179	Bacillus pumilus	1408	S	5	1	6	0.00001
ERR6913179	Anoxybacillus flavithermus	33934	S	10	5	15	0.00002
ERR6913179	Anoxybacillus caldiproteolyticus	247480	S	7	0	7	0.00001
ERR6913179	Oceanobacillus oncorhynchi	545501	S	7	1	8	0.00001
ERR6913179	Cytobacillus solani	1637975	S	6	0	6	0.00001
ERR6913179	Priestia megaterium	1404	S	13	32	45	0.00007
ERR6913179	Peribacillus psychrosaccharolyticus	1407	S	5	0	5	0.00001
ERR6913179	Halobacillus mangrovi	402384	S	5	0	5	0.00001
ERR6913179	Neobacillus mesonae	1193713	S	5	0	5	0.00001
ERR6913179	Heyndrickxia oleronia	38875	S	6	0	6	0.00001
ERR6913179	Paraliobacillus zengyii	2213194	S	7	0	7	0.00001
ERR6913179	Pradoshia sp. D12	2651284	S	7	0	7	0.00001
ERR6913179	Weizmannia coagulans	1398	S	5	2	7	0.00001
ERR6913179	Alkalihalophilus pseudofirmus	79885	S	5	0	5	0.00001
ERR6913179	Allobacillus halotolerans	570278	S	5	0	5	0.00001
ERR6913179	Paenibacillus guangzhouensis	1473112	S	11	0	11	0.00002
ERR6913179	Paenibacillus polymyxa	1406	S	9	27	36	0.00005
ERR6913179	Paenibacillus larvae	1464	S	7	126	133	0.00020
ERR6913179	Paenibacillus ihbetae	1870820	S	6	0	6	0.00001
ERR6913179	Paenibacillus baekrokdamisoli	1712516	S	6	0	6	0.00001
ERR6913179	Paenibacillus odorifer	189426	S	6	0	6	0.00001
ERR6913179	Paenibacillus antarcticus	253703	S	5	0	5	0.00001
ERR6913179	Brevibacillus sp. BB3-R1	2950604	S	6	0	6	0.00001
ERR6913179	Brevibacillus agri	51101	S	7	1	8	0.00001
ERR6913179	Brevibacillus brevis	1393	S	5	4	9	0.00001
ERR6913179	Brevibacillus laterosporus	1465	S	5	7	12	0.00002
ERR6913179	Cohnella cholangitidis	2598458	S	5	2	7	0.00001
ERR6913179	Staphylococcus saprophyticus	29385	S	10	0	10	0.00002
ERR6913179	Staphylococcus auricularis	29379	S	9	0	9	0.00001
ERR6913179	Staphylococcus aureus	1280	S	9	31	40	0.00006
ERR6913179	Staphylococcus haemolyticus	1283	S	9	5	14	0.00002
ERR6913179	Staphylococcus epidermidis	1282	S	8	3	11	0.00002
ERR6913179	Staphylococcus simulans	1286	S	7	0	7	0.00001
ERR6913179	Staphylococcus lugdunensis	28035	S	7	0	7	0.00001
ERR6913179	Staphylococcus simiae	308354	S	5	0	5	0.00001
ERR6913179	Staphylococcus schweitzeri	1654388	S	5	1	6	0.00001
ERR6913179	Mammaliicoccus sciuri	1296	S	12	2	14	0.00002
ERR6913179	Mammaliicoccus stepanovicii	643214	S	10	1	11	0.00002
ERR6913179	Macrococcus canis	1855823	S	8	3	11	0.00002
ERR6913179	Macrococcus brunensis	198483	S	5	0	5	0.00001
ERR6913179	Planococcus faecalis	1598147	S	5	3	8	0.00001
ERR6913179	Sporosarcina ureae	1571	S	6	2	8	0.00001
ERR6913179	Viridibacillus sp. JNUCC-6	2779527	S	12	1	13	0.00002
ERR6913179	Listeria innocua	1642	S	7	8	15	0.00002
ERR6913179	Listeria ivanovii	1638	S	6	0	6	0.00001
ERR6913179	Listeria monocytogenes	1639	S	6	2	8	0.00001
ERR6913179	Listeria welshimeri	1643	S	6	0	6	0.00001
ERR6913179	Listeria weihenstephanensis	1006155	S	5	0	5	0.00001
ERR6913179	Brochothrix thermosphacta	2756	S	8	0	8	0.00001
ERR6913179	Sporolactobacillus terrae	269673	S	5	0	5	0.00001
ERR6913179	Veillonella atypica	39777	S	28805	671	29476	0.04435
ERR6913179	Veillonella rogosae	423477	S	7801	562	8363	0.01258
ERR6913179	Veillonella nakazawae	2682456	S	4000	1324	5324	0.00801
ERR6913179	Veillonella parvula	29466	S	3668	135	3803	0.00572
ERR6913179	Veillonella sp. S12025-13	2682455	S	2347	686	3033	0.00456
ERR6913179	Veillonella dispar	39778	S	2171	328	2499	0.00376
ERR6913179	Veillonella rodentium	248315	S	440	6	446	0.00067
ERR6913179	Megasphaera stantonii	2144175	S	138	16	154	0.00023
ERR6913179	Megasphaera hexanoica	1675036	S	130	35	165	0.00025
ERR6913179	Megasphaera massiliensis	1232428	S	88	15	103	0.00015
ERR6913179	Megasphaera elsdenii	907	S	74	42	116	0.00017
ERR6913179	Dialister pneumosintes	39950	S	12	5	17	0.00003
ERR6913179	Dialister succinatiphilus	487173	S	12	10	22	0.00003
ERR6913179	Selenomonas sp. oral taxon 478	712538	S	1501	345	1846	0.00278
ERR6913179	Selenomonas sp. oral taxon 136	713030	S	1006	206	1212	0.00182
ERR6913179	Selenomonas sp. oral taxon 920	1884263	S	317	6	323	0.00049
ERR6913179	Selenomonas sp. oral taxon 126	712528	S	270	7	277	0.00042
ERR6913179	Selenomonas sputigena	69823	S	573	2	575	0.00087
ERR6913179	Selenomonas timonae	2754044	S	111	4	115	0.00017
ERR6913179	Selenomonas ruminantium	971	S	12	0	12	0.00002
ERR6913179	Megamonas funiformis	437897	S	13	0	13	0.00002
ERR6913179	Megamonas hypermegale	158847	S	8	0	8	0.00001
ERR6913179	Sporomusa termitida	2377	S	9	0	9	0.00001
ERR6913179	Phascolarctobacterium faecium	33025	S	10	3	13	0.00002
ERR6913179	Acidaminococcus intestini	187327	S	10	0	10	0.00002
ERR6913179	Lachnoanaerobaculum umeaense	617123	S	1338	11	1349	0.00203
ERR6913179	Blautia sp. NBRC 113351	2877527	S	12	2	14	0.00002
ERR6913179	Blautia sp. SC05B48	2479767	S	7	12	19	0.00003
ERR6913179	Blautia argi	1912897	S	16	1	17	0.00003
ERR6913179	Blautia obeum	40520	S	14	3	17	0.00003
ERR6913179	Blautia hansenii	1322	S	13	1	14	0.00002
ERR6913179	Blautia producta	33035	S	13	1	14	0.00002
ERR6913179	Blautia liquoris	2779518	S	10	0	10	0.00002
ERR6913179	Blautia wexlerae	418240	S	9	1	10	0.00002
ERR6913179	Butyrivibrio fibrisolvens	831	S	43	2	45	0.00007
ERR6913179	Butyrivibrio proteoclasticus	43305	S	28	3	31	0.00005
ERR6913179	Butyrivibrio crossotus	45851	S	15	0	15	0.00002
ERR6913179	Butyrivibrio hungatei	185008	S	15	2	17	0.00003
ERR6913179	Roseburia hominis	301301	S	27	2	29	0.00004
ERR6913179	Roseburia intestinalis	166486	S	25	11	36	0.00005
ERR6913179	Roseburia sp. NSJ-69	2763062	S	9	3	12	0.00002
ERR6913179	Lachnoclostridium phytofermentans	66219	S	19	0	19	0.00003
ERR6913179	[Clostridium] scindens	29347	S	18	0	18	0.00003
ERR6913179	Lachnoclostridium phocaeense	1871021	S	14	1	15	0.00002
ERR6913179	Lachnoclostridium sp. YL32	1834196	S	8	2	10	0.00002
ERR6913179	Enterocloster asparagiformis	333367	S	31	0	31	0.00005
ERR6913179	Enterocloster bolteae	208479	S	20	0	20	0.00003
ERR6913179	Enterocloster clostridioformis	1531	S	5	2	7	0.00001
ERR6913179	[Ruminococcus] gnavus	33038	S	16	318	334	0.00050
ERR6913179	[Ruminococcus] torques	33039	S	14	1	15	0.00002
ERR6913179	[Ruminococcus] lactaris	46228	S	12	0	12	0.00002
ERR6913179	Lacrimispora xylanolytica	29375	S	14	0	14	0.00002
ERR6913179	Lacrimispora sphenoides	29370	S	12	2	14	0.00002
ERR6913179	Lacrimispora saccharolytica	84030	S	12	2	14	0.00002
ERR6913179	Coprococcus comes	410072	S	16	1	17	0.00003
ERR6913179	Coprococcus catus	116085	S	8	0	8	0.00001
ERR6913179	Coprococcus eutactus	33043	S	5	0	5	0.00001
ERR6913179	Coprococcus sp. ART55/1	751585	S	5	0	5	0.00001
ERR6913179	Anaerostipes hadrus	649756	S	23	1	24	0.00004
ERR6913179	Anaerostipes caccae	105841	S	7	0	7	0.00001
ERR6913179	Dorea longicatena	88431	S	18	1	19	0.00003
ERR6913179	Dorea formicigenerans	39486	S	13	1	14	0.00002
ERR6913179	Anaerocolumna cellulosilytica	433286	S	11	0	11	0.00002
ERR6913179	Anaerocolumna chitinilytica	1727145	S	9	0	9	0.00001
ERR6913179	Anaerocolumna sedimenticola	2696063	S	7	0	7	0.00001
ERR6913179	Lachnospira eligens	39485	S	25	0	25	0.00004
ERR6913179	Anaerobutyricum hallii	39488	S	25	1	26	0.00004
ERR6913179	Pseudobutyrivibrio xylanivorans	185007	S	21	0	21	0.00003
ERR6913179	Marvinbryantia formatexigens	168384	S	21	0	21	0.00003
ERR6913179	Anaeromicropila herbilytica	2785025	S	20	0	20	0.00003
ERR6913179	Simiaoa sunii	2763672	S	16	1	17	0.00003
ERR6913179	Wansuia hejianensis	2763667	S	12	0	12	0.00002
ERR6913179	Sellimonas intestinalis	1653434	S	11	0	11	0.00002
ERR6913179	Faecalicatena sp. Marseille-Q4148	2823316	S	9	0	9	0.00001
ERR6913179	Novisyntrophococcus fermenticellae	2068655	S	9	0	9	0.00001
ERR6913179	Qiania dongpingensis	2763669	S	8	0	8	0.00001
ERR6913179	Anaerotignum propionicum	28446	S	6	0	6	0.00001
ERR6913179	[Clostridium] colinum	36835	S	6	0	6	0.00001
ERR6913179	Anaeropeptidivorans aminofermentans	2934315	S	5	0	5	0.00001
ERR6913179	Mogibacterium diversum	114527	S	1466	28	1494	0.00225
ERR6913179	Mogibacterium pumilum	86332	S	63	1	64	0.00010
ERR6913179	Emergencia timonensis	1776384	S	13	0	13	0.00002
ERR6913179	Aminipila terrae	2697030	S	6	0	6	0.00001
ERR6913179	Aminipila butyrica	433296	S	5	0	5	0.00001
ERR6913179	Fenollaria massiliensis	938288	S	6	2	8	0.00001
ERR6913179	Thermaerobacter sp. FW80	2546351	S	8	0	8	0.00001
ERR6913179	Filifactor alocis	143361	S	1156	49	1205	0.00181
ERR6913179	Peptostreptococcus sp. CBA3647	3003601	S	52	0	52	0.00008
ERR6913179	Clostridioides difficile	1496	S	36	19	55	0.00008
ERR6913179	Tepidibacter sp. 8C15b	2925782	S	12	0	12	0.00002
ERR6913179	Romboutsia hominis	1507512	S	6	0	6	0.00001
ERR6913179	Romboutsia sp. CE17	2724150	S	5	0	5	0.00001
ERR6913179	Acetoanaerobium sticklandii	1511	S	9	0	9	0.00001
ERR6913179	Peptacetobacter hiranonis	89152	S	7	0	7	0.00001
ERR6913179	Terrisporobacter hibernicus	2813371	S	5	0	5	0.00001
ERR6913179	Clostridium sp. SY8519	1042156	S	21	0	21	0.00003
ERR6913179	Clostridium sp. M62/1	411486	S	20	3	23	0.00003
ERR6913179	Clostridium sp. MD294	97138	S	7	0	7	0.00001
ERR6913179	Clostridium sp. DL-VIII	641107	S	6	1	7	0.00001
ERR6913179	Clostridium sp. BNL1100	755731	S	5	0	5	0.00001
ERR6913179	Clostridium botulinum	1491	S	31	10	41	0.00006
ERR6913179	Clostridium estertheticum	238834	S	21	0	21	0.00003
ERR6913179	Clostridium baratii	1561	S	15	0	15	0.00002
ERR6913179	Clostridium pasteurianum	1501	S	15	0	15	0.00002
ERR6913179	Clostridium butyricum	1492	S	12	18	30	0.00005
ERR6913179	Clostridium kluyveri	1534	S	12	0	12	0.00002
ERR6913179	Clostridium cadaveris	1529	S	10	0	10	0.00002
ERR6913179	Clostridium perfringens	1502	S	10	10	20	0.00003
ERR6913179	Clostridium beijerinckii	1520	S	9	6	15	0.00002
ERR6913179	Clostridium felsineum	36839	S	9	0	9	0.00001
ERR6913179	Clostridium intestinale	36845	S	9	0	9	0.00001
ERR6913179	Clostridium sporogenes	1509	S	8	22	30	0.00005
ERR6913179	Clostridium tagluense	360422	S	7	0	7	0.00001
ERR6913179	Clostridium bornimense	1216932	S	7	0	7	0.00001
ERR6913179	Clostridium gelidum	704125	S	6	0	6	0.00001
ERR6913179	Clostridium novyi	1542	S	5	0	5	0.00001
ERR6913179	Clostridium argentinense	29341	S	5	0	5	0.00001
ERR6913179	Clostridium isatidis	182773	S	5	0	5	0.00001
ERR6913179	Clostridium saccharobutylicum	169679	S	5	0	5	0.00001
ERR6913179	Hungatella hathewayi	154046	S	32	0	32	0.00005
ERR6913179	Crassaminicella profunda	1286698	S	13	0	13	0.00002
ERR6913179	Crassaminicella sp. 143-21	2855394	S	10	0	10	0.00002
ERR6913179	Caloramator sp. E03	2576307	S	6	0	6	0.00001
ERR6913179	Caloramator sp. mosi_1	3023090	S	6	0	6	0.00001
ERR6913179	Candidatus Arthromitus sp. SFB-rat-Yit	1041504	S	9	3	12	0.00002
ERR6913179	Alkaliphilus metalliredigens	208226	S	6	0	6	0.00001
ERR6913179	Oceanirhabdus sp. W0125-5	2999116	S	10	0	10	0.00002
ERR6913179	Paraclostridium bifermentans	1490	S	7	0	7	0.00001
ERR6913179	Geosporobacter ferrireducens	1424294	S	5	0	5	0.00001
ERR6913179	Faecalibacterium prausnitzii	853	S	24	25	49	0.00007
ERR6913179	Ruminococcus gauvreauii	438033	S	6	0	6	0.00001
ERR6913179	Ruminococcus bicirculans	1160721	S	6	0	6	0.00001
ERR6913179	Ruminococcus albus	1264	S	5	0	5	0.00001
ERR6913179	Ruminococcus champanellensis	1161942	S	5	0	5	0.00001
ERR6913179	Mageeibacillus indolicus	884684	S	21	0	21	0.00003
ERR6913179	Vescimonas fastidiosa	2714353	S	11	4	15	0.00002
ERR6913179	Vescimonas coprocola	2714355	S	5	2	7	0.00001
ERR6913179	Acetivibrio thermocellus	1515	S	7	3	10	0.00002
ERR6913179	Fastidiosipila sanguinis	236753	S	12	0	12	0.00002
ERR6913179	Caproicibacterium amylolyticum	2766537	S	9	0	9	0.00001
ERR6913179	Anaerotruncus colihominis	169435	S	8	2	10	0.00002
ERR6913179	Ruminiclostridium herbifermentans	2488810	S	5	0	5	0.00001
ERR6913179	Ethanoligenens harbinense	253239	S	6	0	6	0.00001
ERR6913179	Subdoligranulum variabile	214851	S	6	0	6	0.00001
ERR6913179	Pseudoclostridium thermosuccinogenes	84032	S	5	0	5	0.00001
ERR6913179	Thermoclostridium stercorarium	1510	S	5	0	5	0.00001
ERR6913179	Flavonifractor plautii	292800	S	5	0	5	0.00001
ERR6913179	Eubacterium sp. c-25	2841037	S	12	0	12	0.00002
ERR6913179	Eubacterium sp. MSJ-33	2841528	S	6	2	8	0.00001
ERR6913179	Eubacterium hominis	2764325	S	12	0	12	0.00002
ERR6913179	Eubacterium ventriosum	39496	S	9	3	12	0.00002
ERR6913179	Acetobacterium wieringae	52694	S	12	0	12	0.00002
ERR6913179	Acetobacterium woodii	33952	S	7	0	7	0.00001
ERR6913179	Alkalibacter rhizosphaerae	2815577	S	7	0	7	0.00001
ERR6913179	Dehalobacterium formicoaceticum	51515	S	6	0	6	0.00001
ERR6913179	Desulfitobacterium dichloroeliminans	233055	S	6	0	6	0.00001
ERR6913179	Candidatus Contubernalis alkalaceticum	338645	S	7	3	10	0.00002
ERR6913179	Christensenella minuta	626937	S	6	0	6	0.00001
ERR6913179	Christensenella sp. Marseille-P3954	2086585	S	6	0	6	0.00001
ERR6913179	Caldinitratiruptor microaerophilus	671077	S	5	0	5	0.00001
ERR6913179	Desulfotomaculum nigrificans	1565	S	6	0	6	0.00001
ERR6913179	Thermoanaerobacterium sp. RBIITD	1550240	S	6	1	7	0.00001
ERR6913179	Thermoanaerobacterium thermosaccharolyticum	1517	S	5	4	9	0.00001
ERR6913179	Mahella australiensis	252966	S	7	0	7	0.00001
ERR6913179	Halothermothrix orenii	31909	S	7	0	7	0.00001
ERR6913179	Halanaerobium praevalens	2331	S	5	0	5	0.00001
ERR6913179	Anoxybacter fermentans	1323375	S	5	0	5	0.00001
ERR6913179	Koleobacter methoxysyntrophicus	2751313	S	6	0	6	0.00001
ERR6913179	Parvimonas micra	33033	S	453	18	471	0.00071
ERR6913179	Finegoldia magna	1260	S	29	1	30	0.00005
ERR6913179	Anaerococcus mediterraneensis	1870984	S	11	4	15	0.00002
ERR6913179	Anaerococcus prevotii	33034	S	5	3	8	0.00001
ERR6913179	Peptoniphilus sp. CBA3646	3016343	S	5	0	5	0.00001
ERR6913179	Peptoniphilus harei	54005	S	6	0	6	0.00001
ERR6913179	Miniphocaeibacter halophilus	2931922	S	9	0	9	0.00001
ERR6913179	Murdochiella vaginalis	1852373	S	5	0	5	0.00001
ERR6913179	Keratinibaculum paraultunense	1278232	S	11	0	11	0.00002
ERR6913179	Acidilutibacter cellobiosedens	2507161	S	8	0	8	0.00001
ERR6913179	Gottschalkia acidurici	1556	S	5	0	5	0.00001
ERR6913179	Ezakiella coagulans	46507	S	13	2	15	0.00002
ERR6913179	Sedimentibacter sp. zth1	2816908	S	7	0	7	0.00001
ERR6913179	Bulleidia sp. zg-1006	2806552	S	115	2	117	0.00018
ERR6913179	Erysipelothrix sp. HDW6B	2714929	S	5	4	9	0.00001
ERR6913179	Faecalitalea cylindroides	39483	S	9	1	10	0.00002
ERR6913179	Amedibacterium intestinale	2583452	S	9	1	10	0.00002
ERR6913179	Longicatena caecimuris	1796635	S	6	1	7	0.00001
ERR6913179	Faecalibacillus intestinalis	1982626	S	6	1	7	0.00001
ERR6913179	[Clostridium] innocuum	1522	S	14	0	14	0.00002
ERR6913179	Thomasclavelia spiroformis	29348	S	6	0	6	0.00001
ERR6913179	Thomasclavelia ramosa	1547	S	5	0	5	0.00001
ERR6913179	Catenibacterium mitsuokai	100886	S	14	0	14	0.00002
ERR6913179	Turicibacter sanguinis	154288	S	6	1	7	0.00001
ERR6913179	Schaalia odontolytica	1660	S	10146	453	10599	0.01595
ERR6913179	Schaalia meyeri	52773	S	519	25	544	0.00082
ERR6913179	Schaalia turicensis	131111	S	68	3	71	0.00011
ERR6913179	Schaalia cardiffensis	181487	S	68	1	69	0.00010
ERR6913179	Schaalia sp. 19OD2882	2794089	S	33	0	33	0.00005
ERR6913179	Schaalia sp. ZJ405	2709403	S	18	0	18	0.00003
ERR6913179	Schaalia sp. JY-X169	2758572	S	11	0	11	0.00002
ERR6913179	Schaalia radingae	131110	S	6	0	6	0.00001
ERR6913179	Actinomyces pacaensis	1852377	S	4578	74	4652	0.00700
ERR6913179	Actinomyces sp. oral taxon 414	712122	S	37	2	39	0.00006
ERR6913179	Actinomyces sp. oral taxon 169	712116	S	24	16	40	0.00006
